Discharge Temp(F),Water Temp(F),Water Flow Rate(gpm),Intake Air Temp(F),Air Flow(cfm)
63,122.6,1.1,27.8,717.7
63,121.7,1.1,28.1,714.2
63.2,120.9,1.1,28.2,712.2
63.3,121,1.1,27.8,717
63.4,122,1.1,27.6,713.4
63.2,123.2,1.1,27.9,718.8
62.9,123.4,1.1,27.8,714.2
62.8,122.4,1.1,27.5,718.3
62.9,121.4,1.1,27.4,722.7
63.3,120.9,1.1,27.7,714.3
63.6,121.3,1.1,27.7,714.7
63.5,122.6,1.1,28,712.3
63.2,123.5,1.1,27.8,711.1
63,123.2,1.1,27.6,711.4
63,122.1,1.1,27.7,715.9
63.4,121.2,1.1,27.6,712.2
63.8,121,1.1,28.3,715.1
63.9,121.8,1.1,28.4,716.9
63.9,123,1.1,28.1,722.9
63.8,123.5,1.1,28.9,713.4
63.6,122.7,1.1,29.5,717.7
63.4,121.6,1.1,29,713.4
63.5,120.9,1.1,29.4,714.5
63.4,120.9,1.1,28.8,709.5
63.2,122,1.1,28.2,709.4
62.8,123.3,1.1,27.2,709
62.6,123.4,1.1,27.2,720.9
62.4,122.5,1.1,27.2,714
62.3,121.5,1.1,27.3,711.7
62.5,120.9,1.1,26.4,717.6
62.8,121.1,1.1,26.7,719.2
62.7,122.2,1.1,27.2,717.2
62.3,123.3,1.1,27,717.8
61.8,123.3,1.1,26.4,719.1
61.7,122.3,1.1,25.5,717.8
61.9,121.3,1.1,25.6,716.9
62.3,120.8,1.1,25.9,715.9
62.6,121.4,1.1,26.1,715.1
62.5,122.7,1.1,26,710.2
62.4,123.6,1.1,26,713.4
62.2,123.2,1.1,26.4,711.2
62.2,122.1,1.1,26.3,710.3
62.4,121.2,1.1,26.6,716.8
62.7,120.9,1.1,26.6,715.8
62.8,121.7,1.2,26.6,716.2
62.6,123,1.1,26.3,712.2
62.3,123.6,1.2,25.8,721.1
62.3,122.9,1.1,25.9,721
62.6,121.8,1.1,25.9,726.3
63.2,121.1,1.1,26.3,720
63.8,121.1,1.1,26.8,720.6
64.2,122.2,1.1,27.2,717.1
64.4,123.4,1.1,27.5,716.5
64.9,123.5,1.2,28.1,712.7
65.6,122.5,1.1,29,713.3
66.6,121.5,1.1,29.6,713.9
68.4,121.1,1.2,30.6,716.1
70.4,122,1.2,32.9,714.9
71.9,123.2,1.2,34.9,710.8
71.8,123.6,1.2,35.2,565.3
71.6,122.8,1.2,34.9,565
71.8,121.7,1.2,34.2,562.6
72.1,121.2,1.2,34.5,552.9
72.3,121.7,1.2,35,564
72.3,122.8,1.2,35.3,560.3
72.1,123.6,1.2,36,561.5
71.8,123.2,1.2,35.6,557.6
71.8,122,1.2,35.2,556.7
71.9,121.2,1.2,35.1,562.6
71.8,121.3,1.2,34.9,561.1
71.7,122.4,1.2,34,563.1
71.5,123.5,1.2,34,558.9
71.4,123.5,1.2,33.7,558.5
71.7,122.5,1.2,34.4,561.2
71.9,121.4,1.2,35.5,561.3
71.8,121.1,1.2,35.2,557.1
71.7,121.9,1.2,34.4,559.5
71.5,123.1,1.2,34.3,559.1
71.2,123.5,1.2,34.1,555.9
71.2,122.7,1.2,33.8,563.1
71.5,121.6,1.2,33.3,565.8
71.9,121.1,1.2,33.9,557.5
72,121.7,1.2,34.4,562.4
72,123,1.1,34.4,566.5
71.7,123.7,1.1,34.5,560.8
71.7,123.2,1.1,34.7,559.5
71.9,122,1.2,35.1,558.5
72.1,121.2,1.1,35.1,555.8
72.2,121.4,1.2,35.3,556.1
72,122.7,1.2,35.8,559.2
71.6,123.6,1.2,35.1,560.4
71.5,123.4,1.2,34.5,562.3
71.5,122.2,1.2,34.6,561
71.7,121.3,1.2,34.4,561.9
71.8,121.2,1.2,34.1,561.5
71.9,122.3,1.2,34.9,562.6
71.6,123.4,1.2,35.1,563.7
71.2,123.6,1.2,34.8,559.9
71,122.6,1.2,33.8,558.1
71.1,121.5,1.2,33.7,561.8
71.3,121.2,1.1,33.3,563.6
71.5,121.9,1.2,32.9,562.8
71.4,123.1,1.2,33.3,567
71.4,123.7,1.1,33.2,558.1
71.5,123,1.2,33.6,561.1
71.8,121.9,1.1,34.2,561.2
72.1,121.2,1.1,34.8,554.7
72.2,121.7,1.2,35,562.3
72,123,1.1,34.8,557.6
71.8,123.7,1.1,34.9,559.6
71.7,123.4,1.1,35.2,560.6
71.7,122.2,1.2,34.8,564.5
72,121.3,1.2,34.8,566.6
72.2,121.4,1.1,34.9,564.1
72,122.3,1.2,34.6,565
71.7,123.4,1.2,34.5,563.2
71.5,123.6,1.2,34.6,563.7
71.3,122.7,1.1,34.7,562.1
71.5,121.6,1.1,34.3,562.9
71.7,121.1,1.1,34.3,565.4
71.6,121.8,1.2,34.5,565.3
71.4,123.1,1.1,34,558.6
71.1,123.6,1.2,33.7,563
71.1,122.8,1.2,33.4,569.9
71.4,121.7,1.1,33.3,570.8
71.6,121.2,1.1,33.4,561.8
71.8,121.8,1.2,34,562.9
71.9,123,1.2,34.6,564.4
71.6,123.7,1.2,34.7,566.1
71.2,123.1,1.2,35,564.4
71.1,121.9,1.2,33.8,558.4
71.4,121.2,1.2,33.7,564.2
71.4,121.3,1.2,34.1,567.4
71.2,122.5,1.2,33.8,555.9
70.8,123.4,1.2,33.2,561.1
70.7,123.3,1.2,32.6,560
70.8,122.2,1.2,32.7,560
71.2,121.3,1.2,32.6,569.5
71.6,121.2,1.2,33.4,567.3
71.6,122.3,1.2,34.1,561.2
71.3,123.4,1.1,33.8,564.1
71.1,123.5,1.1,33.9,563.4
71,122.6,1.1,33.7,562.9
71.2,121.5,1.1,33.3,563
71.6,121.1,1.1,33.3,562.9
71.8,121.7,1.2,33.9,563.8
71.7,123.1,1.2,33.9,563
71.6,123.6,1.2,34.5,562.9
71.7,123,1.2,34.7,566.6
71.9,121.9,1.2,35.2,560.6
72.1,121.2,1.2,35.6,561.6
72.1,121.3,1.2,35.6,563.1
71.9,122.5,1.2,35.5,560.4
71.5,123.5,1.2,35.1,562.9
71.2,123.4,1.2,34.3,562.4
71.3,122.3,1.2,34.4,558.1
71.5,121.3,1.2,34.2,563.6
71.7,121.2,1.2,34.2,568.2
71.8,122.2,1.2,34.7,564
71.5,123.3,1.2,35.2,563
71.1,123.6,1.1,34.7,562.8
70.9,122.7,1.1,34,563.2
70.8,121.6,1.1,33.7,566.3
70.8,121.1,1.2,33.5,558.2
70.8,121.7,1.1,32.3,567.1
70.8,123,1.2,31.7,562
70.7,123.7,1.1,31.9,560.8
70.7,123.2,1.2,32.6,562.2
70.9,122,1.2,33,559.7
71.1,121.2,1.2,33.3,563.8
71.3,121.5,1.2,33.3,561.5
71.1,122.7,1.2,33.3,561.3
70.6,123.6,1.2,33.6,557.7
70.2,123.4,1.2,33,559.6
70.2,122.3,1.1,31.7,562.5
70.7,121.4,1.2,31.9,560.9
71,121.2,1.2,32.2,561.9
71,122.2,1.1,32.3,561
71,123.4,1.1,32.5,554.9
70.9,123.6,1.1,33,567.9
70.8,122.8,1.2,33.6,562.2
70.9,121.6,1.2,33.5,562.6
71.1,121.2,1.2,33,563.7
71.3,121.8,1.2,32.6,563.1
71.3,123,1.2,32.7,564.1
71.3,123.7,1.2,33.2,563.9
71.2,123.4,1.2,33.8,559.9
71.4,122.1,1.2,34.1,562.3
71.5,121.3,1.2,34.4,566.1
71.6,121.3,1.2,34.4,563.7
71.6,122.5,1.2,34.1,558.9
71.4,123.6,1.1,33.6,565.3
71.4,123.6,1.1,34.1,561.7
71.4,122.6,1.1,34.5,566.7
71.5,121.6,1.2,33.9,559.9
71.6,121.4,1.1,33.9,565.4
71.7,122.2,1.2,34,558.9
71.6,123.4,1.2,33.7,561.6
71.7,123.8,1.1,33.6,560.9
72.1,123.1,1.1,34.2,570.7
72.6,121.9,1.1,35.1,564.2
73.1,121.5,1.1,35.7,563.5
73.4,122.1,1.2,36.7,559.1
73.3,123.3,1.2,37.6,565.3
72.8,123.9,1.1,38.5,556.2
72.4,123.2,1.1,38.3,561
72,121.9,1.2,37.7,562.1
71.8,121.1,1.2,36.6,560.7
71.9,121.4,1.1,35.3,560.7
71.8,122.6,1.2,34.4,561.4
71.5,123.5,1.2,34.5,564.8
71.2,123.4,1.1,34.8,563.7
71.1,122.3,1.2,34.6,564.2
71.3,121.4,1.1,33.8,563
71.5,121,1.1,33.8,568.2
71.5,121.8,1.2,34,561.3
71.2,123.1,1.2,34,563.6
71,123.6,1.1,33.7,564.8
70.9,122.8,1.2,33.4,565.6
71.1,121.6,1.2,33.5,564.7
71.5,120.9,1.2,33.4,568.9
71.7,121.3,1.2,34.2,567.8
71.6,122.7,1.2,34.3,562.6
71.3,123.6,1.2,34,567.6
71.2,123.2,1.2,33.8,564.7
71.4,122,1.2,34,564
71.7,121.2,1.2,34.3,564.5
71.9,121.4,1.1,34.7,563.2
71.7,122.5,1.2,35,563.4
71.2,123.5,1.2,34.9,566.1
70.8,123.5,1.2,34.3,563.3
70.6,122.4,1.1,33.9,563.6
70.5,121.4,1.1,33.3,564.9
70.6,121.1,1.1,32.7,566.1
70.5,122,1.1,32.2,566.4
70.3,123.3,1.1,31.9,554.8
70.1,123.7,1.1,31.4,560.9
70.2,122.9,1.2,31.4,563.1
70.4,121.8,1.2,32.3,563.6
70.6,121.2,1.2,32.4,560.8
70.6,121.6,1.2,32.3,560.1
70.5,122.9,1.2,31.8,562.9
70.1,123.7,1.2,32,560
70,123.4,1.2,31.8,558.1
70.1,122.3,1.2,32,564
70.3,121.4,1.2,32,563.4
70.4,121.3,1.2,31.9,559.6
70.5,122.4,1.2,31.9,563.7
70.2,123.5,1.2,31.7,565.9
70,123.6,1.2,31.3,567.5
70.1,122.7,1.2,31.8,563.7
70.1,121.6,1.2,32,562
70.4,121.3,1.1,31.8,564.7
70.5,122,1.2,31.6,559.1
70.4,123.2,1.2,32.1,561.4
70.2,123.8,1.2,32.5,565.2
70.1,123.2,1.2,32.1,564.9
70.2,122,1.1,31.9,559.5
70.6,121.3,1.2,32.2,564.8
70.6,121.4,1.2,32.6,566.9
70.4,122.6,1.2,32.4,563.5
70,123.6,1.2,31.8,558.9
69.9,123.6,1.2,31.5,562.2
70.1,122.5,1.2,32.1,561.1
70.2,121.5,1.2,32.2,564.7
70.3,121.3,1.2,32.2,563.6
70.3,122.1,1.1,31.8,565.2
70,123.3,1.1,31.5,572.4
69.8,123.7,1.1,31.5,556.7
69.8,122.9,1.1,31.7,564.7
69.9,121.8,1.1,31.7,562.4
70.2,121.3,1.1,31.3,561.8
70.5,121.9,1.2,31.4,562.8
70.4,123.2,1.2,32.3,556.2
70.1,123.9,1.2,32.6,560.1
70.2,123.4,1.1,32.4,562.3
70.4,122.2,1.1,32.2,562.1
70.8,121.5,1.1,32.6,559.6
71.2,121.9,1.2,33.3,560.6
71.1,123.1,1.2,34.7,557.8
70.5,124,1.2,35.2,560.5
69.5,123.7,1.2,35.5,566.4
68.6,122.6,1.2,35,561.6
67.3,121.6,1.1,34.5,561.8
65.7,121.2,1.1,33.5,563.3
64.1,121.8,1.1,32.1,559.4
62.9,123.1,1.1,32.4,579.6
62.1,123.8,1.1,32.5,789.3
61.6,123.2,1.1,31.2,797.5
61.3,122.2,1.1,30.2,789.3
61.6,121.3,1.1,30.2,787.9
62,121.1,1.1,30.8,796.8
62.1,121.9,1.1,30.7,791.8
61.9,123.2,1.1,30.7,796
61.5,123.7,1.1,30.4,800.6
61.4,123,1.1,29.8,799.3
61.6,122,1.1,30.6,795.8
61.8,121.4,1.1,30.8,795
62.1,121.1,1.1,30.4,793.3
62.4,122.1,1.1,30.8,793.1
62.4,123.4,1.1,30.4,788.7
62.2,123.8,1.1,31.3,784.2
62,123,1.1,30.5,789.1
62.3,122.1,1.1,31.3,797.4
62.5,121.2,1.1,32.7,793.8
62.4,121.1,1.1,32,795.1
62.2,121.9,1.1,31.4,788.7
61.8,123.2,1.1,30.8,788.7
61.2,123.6,1.1,30.9,792.8
60.6,122.9,1.1,29.7,792.2
60.3,121.8,1.1,29.5,786.8
60.3,121,1.1,28.7,800.4
60.4,120.8,1.1,28.8,793.9
60.5,121.6,1.1,28,792.4
60.4,123,1.1,27.6,794.5
60.3,123.6,1.1,27.6,793.6
60.3,123,1.1,27.8,793
60.6,122,1.1,28.2,794.2
61.2,121.2,1.1,29,788.7
61.7,121.1,1.1,29.6,789.7
62,122,1.1,29.4,793.5
62.4,123.3,1.1,30.3,790.7
62.3,123.7,1.1,30.9,799.1
62.5,122.9,1.1,31.5,793.4
62.4,121.8,1.1,32.9,787.5
62.3,121,1.1,32.2,795.4
62.4,120.9,1.1,32.5,796.3
62.1,121.6,1.1,31.7,790.9
61.5,123.1,1.1,30.8,793.8
61,123.4,1.1,29.9,794.9
60.6,122.6,1.1,29.5,790.5
60.3,121.6,1.1,28.8,793.6
60.4,121,1.1,28.4,797.7
61,120.9,1.1,28.1,793.1
61.5,121.9,1.1,28.9,789.3
61.5,123.2,1.1,29.9,789.7
61.3,123.6,1.1,30.2,791.5
60.8,122.8,1.1,30.1,796.1
60.6,121.8,1.1,29.7,795.2
60.4,121.1,1.1,29,788.6
60.7,121,1.1,28.3,791.2
60.8,122,1.1,28.2,793.8
60.8,123.3,1.1,27.9,791.1
61,123.6,1.1,28.2,796.5
61.1,122.9,1.1,29.2,781.1
61.2,121.8,1.1,29.9,791.1
61.2,121.1,1.1,29.9,798.3
61.6,121.1,1.1,29.2,793.8
62,122.1,1.1,30,790.3
61.7,123.3,1.1,30.7,787.2
61.1,123.4,1.1,30.4,792.8
60.8,122.6,1.1,29.5,788.5
60.7,121.6,1.1,28.8,792.1
61,121,1.1,29.2,800
61.2,121.2,1.1,29.1,783.2
61.2,122.4,1.1,29.1,784.9
60.9,123.5,1.1,28.5,790.7
61,123.4,1.1,28.5,798
61.1,122.4,1.1,29.5,788.2
61.4,121.4,1.1,29.8,792.8
61.7,120.9,1.1,30.2,790.6
62.1,121.4,1.1,30.5,784.8
61.8,122.8,1.1,31.1,790.7
61.1,123.6,1.1,30,790.1
60.8,123.2,1.1,29,793.9
60.8,122.2,1.1,29.3,794.5
60.8,121.3,1.1,29.2,796
61.2,120.9,1.1,29,797.4
61.4,121.6,1.1,29.4,796.2
61.3,122.9,1.1,29.3,790.9
60.9,123.6,1.1,29.2,787.7
60.6,123,1.1,28.8,789.1
60.8,122.1,1.1,28.4,801.3
61.3,121,1.1,29.1,797
61.7,120.9,1.1,29.9,797.3
62,121.9,1.1,30.2,793.1
61.7,123.2,1.1,30.2,790.6
61.2,123.6,1.1,30.3,797.8
60.8,122.9,1.1,29.1,800.6
60.9,121.7,1.1,28.9,789.4
61.2,121,1.1,29.5,788.8
61.6,121.1,1.1,29.4,789.7
61.8,122,1.1,29.7,787.7
61.7,123.3,1.1,29.7,793.3
61.6,123.6,1.1,30,796.5
61.6,122.7,1.1,30.3,785.1
61.7,121.7,1.1,31,789
61.7,121,1.1,31.1,786.9
61.7,121.1,1.1,30.1,794.8
61.8,122.3,1.1,29.5,795.6
61.8,123.4,1.1,29.8,792
61.6,123.5,1.1,30.4,787.4
61.7,122.5,1.1,29.7,794.2
62.1,121.5,1.1,30.8,787.3
62.5,120.9,1.1,31.5,793.7
62.6,121.3,1.1,31.9,791.6
62.3,122.6,1.1,31.2,787
61.9,123.6,1.1,30.6,795.4
61.8,123.2,1.1,30.9,787.6
61.6,122.2,1.1,31.5,785.5
61.5,121.3,1.1,30.8,789.8
61.6,120.9,1.1,30.8,794.9
61.4,121.4,1.1,30.2,790.3
60.9,122.8,1.1,29.2,793
60.6,123.6,1.1,28.2,795.2
60.4,123.2,1.1,28.2,787.7
60.4,122.2,1.1,28.2,793.7
60.6,121.3,1.1,28.4,787.3
61.1,120.9,1.1,28.7,797
61.6,121.4,1.1,29.1,783.8
61.6,122.7,1.1,29.8,793.5
61.4,123.6,1.1,29.6,792.5
61.3,123.3,1.1,29.2,793.1
61.6,122.2,1.1,30.1,793.7
61.8,121.3,1.1,30.4,795.5
62.2,120.9,1.1,30.9,789.7
62.5,121.4,1.1,30.8,794.1
62.4,122.7,1.1,31.1,790.8
62.2,123.5,1.1,31.1,784.2
62,123.2,1.1,31.4,797.1
61.7,122.1,1.1,31.4,790.3
61.5,121.3,1.1,30.8,791.9
61.8,120.9,1.1,30,794.8
62,121.4,1.1,30.5,789.6
61.9,122.5,1.1,29.8,795.2
62,123.5,1.1,29.2,795.4
62.3,123.3,1.1,30.2,789.9
62.7,122.3,1.1,31.5,788.5
62.9,121.4,1.1,33.1,782.1
62.5,120.8,1.1,33.1,791.3
62.3,121.2,1.1,31.2,793.2
62.2,122.6,1.1,30.9,794.6
61.9,123.5,1.1,30.6,786.8
61.7,123.2,1.1,30.8,797.3
61.4,122.2,1.1,30.7,795.1
61.4,121.2,1.1,30.5,794.2
61.4,120.7,1.1,30.4,789
61.5,121.1,1.1,29.7,787.1
61.3,122.5,1.1,29.4,797.5
61,123.5,1.1,28.8,794.3
60.8,123.1,1.1,28.9,790.1
60.7,122.1,1.1,29,793.1
60.8,121.3,1.1,29,788.1
61.2,120.8,1.1,29.4,789
61.3,121.2,1.1,29.5,790.3
61.4,122.6,1.1,29,791.3
61.1,123.5,1.1,29.6,798.4
60.8,123.2,1.1,28.6,796.9
60.8,122.1,1.1,29,792.1
61.2,121.2,1.1,29,792.3
61.7,120.8,1.1,29.6,787.7
62.1,121.4,1.1,30.2,788.7
62,122.8,1.1,30.5,784.2
61.8,123.6,1.1,30.4,794.1
61.4,123.1,1.1,30.3,792.8
61.4,122,1.1,30.2,795
61.4,121.1,1.1,30.5,793.7
61.5,120.8,1.1,30.4,792
61.6,121.4,1.1,29.7,786.7
61.4,122.8,1.1,29.5,786
61.2,123.4,1.1,29.3,791.6
61,123.2,1.1,29,791.4
61.1,122.1,1.1,29.3,789.2
61.3,121.2,1.1,29.6,788.2
61.8,120.8,1.1,30,784.8
62,121.4,1.1,30.2,784.3
61.9,122.8,1.1,30.4,793.5
61.5,123.5,1.1,30.1,790.7
61.5,123.1,1.1,29.9,790.8
61.6,122,1.1,30.6,793.3
61.4,121.1,1.1,31,788.4
61.5,120.8,1.1,30.3,792
61.7,121.4,1.1,29.9,799.6
61.4,122.8,1.1,30.1,785.4
61,123.6,1.1,29.6,786.5
60.7,123.1,1.1,29,789.5
60.7,122,1.1,28.9,780
60.8,121.2,1.1,29,788.7
61.3,120.9,1.1,28.9,796
61.8,121.6,1.1,29.4,790
61.8,122.9,1.1,29.8,793.5
61.6,123.6,1.1,30.3,781.1
61.4,123,1.1,30,793.1
61.3,122,1.1,30.5,794.2
61.1,121.1,1.1,30.2,788.1
61.4,120.9,1.1,29.1,796.3
61.8,121.7,1.1,29.3,789.2
61.9,123,1.1,30,792.5
61.6,123.6,1.1,30.2,791.9
61.5,123.1,1.1,29.9,789.1
61.6,121.9,1.1,30.2,800.2
61.9,121.1,1.1,30.8,783.4
62,120.9,1.1,31.3,789.6
62,121.5,1.1,30.5,792.4
61.8,122.9,1.1,30.4,787.4
61.6,123.6,1.1,30.1,785.2
61.4,123,1.1,30.4,795.4
61.1,121.9,1.1,29.8,792.3
61.4,121.1,1.1,29.4,792.5
61.9,120.9,1.1,30,793
62.1,121.7,1.1,30.4,785.9
62,123,1.1,30.8,792.2
61.5,123.5,1.1,30.8,787
61,122.8,1.1,29.7,791.9
60.9,121.8,1.1,29.8,791.1
61.1,121,1.1,29.2,797
61.5,120.9,1.1,29.4,794.6
61.9,121.8,1.1,29.5,781.4
62,123.1,1.1,30,797.5
61.9,123.5,1.1,30.3,782.9
62,122.7,1.1,31,796.6
61.9,121.7,1.1,31.3,792.1
61.9,121,1.1,31.1,788.5
62.1,121.1,1.1,30.8,786.6
62.1,122.1,1.1,30.5,789.2
61.7,123.3,1.1,30.2,786.9
61.5,123.5,1.1,29.4,793
61.6,122.6,1.1,29.8,792.4
61.9,121.7,1.1,30.3,791.4
62.3,120.9,1.1,31.1,788.2
62.7,121.1,1.1,31.5,785.4
62.7,122.1,1.1,31.7,789.3
62.5,123.3,1.1,31.3,786.2
62.2,123.5,1.1,31.6,786.9
61.9,122.5,1.1,31.5,795.4
61.8,121.5,1.1,31.3,790.5
62,120.9,1.1,31,790.6
62.2,121.1,1.1,30.7,801
62.6,122.2,1.1,30.6,791.2
62.4,123.4,1.1,32.2,787.2
61.7,123.3,1.1,31.4,787.7
61.3,122.3,1.1,30.3,795.9
61.4,121.3,1.1,29.9,791.7
61.9,120.8,1.1,30.3,796.4
62.2,121.1,1.1,30.8,788.2
62,122.3,1.1,30.8,791.8
61.6,123.4,1.1,30.5,785.2
61.2,123.3,1.1,29.9,791.4
61,122.2,1.1,29.7,793.5
61.2,121.3,1.1,29.4,795.1
61.6,120.8,1.1,29.7,791.3
61.8,121.3,1.1,30.2,793.4
61.8,122.6,1.1,29.6,798.4
61.6,123.6,1.1,29.6,792.5
61.5,123.3,1.1,29.8,793.8
61.5,122.3,1.1,30.3,798.3
61.5,121.3,1.1,30.3,792.5
61.8,120.9,1.1,29.9,794.4
62.2,121.4,1.1,29.7,792
62.5,122.7,1.1,30.3,796.6
62.6,123.5,1.1,31.4,789.4
62.2,123.1,1.1,32,787.4
61.7,122.2,1.1,31.6,792.8
61.4,121.2,1.1,31.2,790.3
61.5,120.8,1.1,30.1,789.4
61.5,121.4,1.1,29.8,782.9
61.6,122.7,1.1,28.9,795.1
61.7,123.5,1.1,29.6,798.3
61.5,123.2,1.1,30.4,798.9
61.5,122.1,1.1,30.3,793.6
61.6,121.2,1.1,30.7,791.9
61.7,120.8,1.1,30.7,790.8
61.9,121.2,1.1,30.4,790.2
61.8,122.5,1.1,30.5,790.7
61.3,123.5,1.1,29.8,787.3
60.9,123.2,1.1,29.3,786.3
61,122.1,1.1,29.2,790.9
61.3,121.2,1.1,29.9,790.5
61.8,120.8,1.1,29.8,786.1
62.2,121.3,1.1,30.5,783.6
62.1,122.7,1.1,30.8,795.5
61.7,123.6,1.1,30.6,790.3
61.5,123.2,1.1,30.2,801.5
61.3,122.1,1.1,30.5,786.6
61.4,121.2,1.1,29.7,792.5
61.9,120.9,1.1,30.1,793.9
62.3,121.5,1.1,30.5,792
62.3,122.8,1.1,30.8,791
61.8,123.5,1.1,30.8,785.6
61.5,123.1,1.1,30.8,795.1
61.2,122,1.1,30.6,786
61.1,121.2,1.1,30,787
61.2,120.8,1.1,29.7,791.9
61.5,121.5,1.1,29,794.9
61.6,122.8,1.1,29.4,786.3
61.5,123.5,1.1,29.7,791.8
61.4,123,1.1,30,794.6
61.4,121.9,1.1,30.2,791.4
61.7,121,1.1,30,795.6
62.1,120.9,1.1,30.7,788.3
62.1,121.7,1.1,31.1,791.4
61.8,123,1.1,30.3,794.6
61.6,123.5,1.1,29.7,792.9
61.7,122.8,1.1,30.5,787.1
61.7,121.8,1.1,31.6,792.6
61.7,120.9,1.1,31,787.6
61.6,120.8,1.1,30.8,791.7
61.6,121.6,1.1,30.1,784.9
61.3,123,1.1,29.7,792.1
60.9,123.5,1.1,29,794.5
60.8,122.7,1.1,29,795.3
60.8,121.7,1.1,29.3,790.3
61,120.9,1.1,29.2,786
61.3,120.8,1.1,29.3,791.9
61.6,121.8,1.1,29.8,792.6
61.2,123.1,1.1,29.7,790.7
61,123.5,1.1,29.2,792.3
60.7,122.7,1.1,29.5,786.4
60.7,121.8,1.1,29.1,790.4
60.9,121,1.1,29.2,792
61.2,120.8,1.1,29.2,789.5
61.4,121.6,1.1,29.3,783.2
61.3,122.9,1.1,29.5,790.6
60.9,123.4,1.1,29.3,796.7
60.6,122.8,1.1,29.3,785.1
60.6,121.7,1.1,28.9,796
60.7,120.9,1.1,29.2,786.4
61,120.7,1.1,29,790.6
61.1,121.6,1.1,29,784.1
61,123,1.1,28.5,792.2
61,123.6,1.1,28.6,790.6
60.9,123,1.1,29,791.5
61.1,121.9,1.1,29.4,795.5
61.3,121.1,1.1,30.1,789.5
61.4,120.9,1.1,29.4,788.6
61.7,121.8,1.1,29.4,789.8
61.7,123.1,1.1,29.9,785.2
61.6,123.6,1.1,29.8,780.9
61.5,122.8,1.1,30.3,793.3
61.5,121.8,1.1,30.2,791.1
61.9,121.1,1.1,30.2,788.2
62.4,121,1.1,31,784.7
62.4,122,1.1,31.1,789.6
62.2,123.3,1.1,31.4,793.8
61.7,123.5,1.1,30.9,784.9
61.4,122.7,1.1,30.3,788.9
61.4,121.6,1.1,29.8,788.3
61.8,121,1.1,30.1,794.7
62.2,121.1,1.1,30.5,790.9
62.3,122.3,1.1,30.5,790.7
62.3,123.5,1.1,30.6,787.1
62,123.6,1.1,31.2,791.6
61.9,122.7,1.1,31,789.1
61.9,121.6,1.1,30.8,793.2
62.1,121,1.1,31.2,792.3
62.2,121.2,1.1,30.5,789.3
62.2,122.4,1.1,30.5,795.5
61.7,123.5,1.1,30.3,795.8
61.5,123.4,1.1,29.5,788.3
61.5,122.4,1.1,30,788.2
61.7,121.5,1.1,30.2,793.5
61.9,120.9,1.1,30.8,791.1
62.2,121.1,1.1,30.6,797.4
62.2,122.3,1.1,30.6,788.8
62,123.4,1.1,30.8,793
61.5,123.4,1.1,30.5,791.1
61.3,122.4,1.1,29.8,793.3
61.7,121.4,1.1,29.9,793.7
62.2,120.9,1.1,31,780
62.3,121.2,1.1,31.4,798.1
62.1,122.5,1.1,30.3,790.9
62.1,123.5,1.1,30.2,788.5
62.1,123.3,1.1,30.8,792.5
62.2,122.2,1.1,31.3,795.2
62.3,121.3,1.1,32.1,790.5
62.5,120.8,1.1,32,794.6
62.4,121.3,1.1,31.8,785.2
62.1,122.7,1.1,30.9,790.8
61.5,123.6,1.1,30.4,789.2
61.5,123.2,1.1,29.5,798.3
61.7,122.2,1.1,30.2,789.2
61.9,121.2,1.1,30.8,791.9
62.3,120.9,1.1,30.7,790
62.7,121.5,1.1,31.4,787.3
62.2,122.8,1.1,31.9,795.5
61.9,123.5,1.1,30.3,786.5
61.7,123.1,1.1,30.6,794.5
61.6,122,1.1,30.7,793.8
61.8,121.2,1.1,30.7,790.5
61.9,120.9,1.1,30.5,796.4
62.2,121.4,1.1,29.8,791.7
62.4,122.7,1.1,30.4,789.4
62.4,123.5,1.1,31,797.2
62.2,123.1,1.1,31.9,792.7
61.8,122.1,1.1,31.3,789
61.6,121.2,1.1,30.7,792.4
62,120.8,1.1,30.2,794.1
62.3,121.5,1.1,30.6,796.4
62.2,122.8,1.1,30.6,797.2
62,123.5,1.1,30.4,782.9
61.9,123,1.1,30.7,793.5
61.9,122,1.1,31.3,797.9
61.8,121.2,1.1,31.4,790.2
61.9,120.9,1.1,30.9,792.2
61.9,121.5,1.1,30,789.1
62,122.9,1.1,29.7,790.1
62,123.6,1.1,30.2,787.6
61.8,123,1.1,31,791.1
61.7,121.9,1.1,30.5,787
62.3,121,1.1,30.5,779.3
62.8,120.9,1.1,31.7,791
62.9,121.7,1.1,31.9,795.7
62.6,122.8,1.1,31.5,791
62.4,123.5,1.1,31.3,791.3
62.2,122.8,1.1,31.2,785.9
62.2,121.7,1.1,31.4,786.7
62.5,120.9,1.1,31.6,789.8
62.9,120.8,1.1,32,788.2
63.2,121.4,1.1,33.2,792.1
63.1,122.9,1.1,34.8,782.9
63,122.9,1.1,37.8,785
63,121.8,1.1,43.7,783.4
63.7,121.1,0.7,47.2,794.6
64.8,121,0.7,46.5,1009.8
65,121.5,0.9,46.3,862.5
64.8,122.6,0.9,46,863.2
64.8,123.2,0.8,46.1,868
64.9,122.9,0.9,46.4,866.7
65,121.8,0.8,46.6,867.5
65,121.1,0.9,46.8,864.5
65,121.2,0.9,46.4,862.9
65,122.3,0.8,46.3,868.4
64.8,123.1,0.9,46.1,862.9
64.7,123.2,0.9,46.3,862.6
64.7,122.3,0.9,46.1,857.1
