Water Temp(F),Water Flow Rate(gpm),Intake Air Temp(F),Air Flow(cfm)
121.2,0.2,63.4,1022.2
119.9,1.6,60.8,554.3
122.2,1.1,61.6,1347.9
123.4,1.1,27.4,716.5
121.7,0.4,58.6,562.6
116.0,0.0,63.1,1233.2
120.0,0.3,72.9,836.6
122.2,0.8,49.1,1221.1
119.6,1.2,38.8,1001.4
120.3,0.3,57.2,1014.7
117.7,0.1,58.0,1005.9
118.2,0.1,80.2,1107.5
119.8,1.6,39.6,959.9
123.8,0.2,37.0,1248.5
118.8,0.1,73.3,1341.6
118.8,0.1,72.5,1003.8
119.8,0.3,54.7,1227.1
120.9,1.1,46.0,788.4
122.6,0.9,46.5,856.5
122.5,0.9,47.0,867.7
122.2,0.6,40.1,858.5
119.1,0.2,69.8,927.2
121.0,0.4,32.0,939.1
121.7,0.2,71.1,1212.9
119.4,0.2,73.8,1191.5
121.3,0.2,76.1,1162.2
120.6,0.1,51.6,1178.1
120.0,0.2,62.5,834.1
117.4,0.0,55.6,860.3
121.0,1.1,52.2,851.7
120.2,0.2,51.8,1174.7
119.1,0.2,74.8,549.9
120.6,0.3,77.4,1396.2
115.4,0.0,63.3,1228.1
119.7,0.2,63.3,1022.4
122.0,0.8,38.7,934.7
116.6,0.1,80.9,1112.7
120.4,1.6,58.2,1178.3
120.3,0.2,77.6,1388.9
122.5,0.1,51.4,1173.2
122.9,1.1,29.7,790.1
119.6,1.6,46.1,976.5
120.2,0.3,55.0,1234.6
119.1,0.3,56.6,1226.3
121.3,0.2,55.7,565.5
118.5,0.1,72.1,995.0
120.8,0.3,60.9,529.9
121.9,0.8,57.1,1120.3
118.3,0.1,73.6,1294.8
121.7,1.6,48.9,991.3
119.5,1.6,35.6,775.5
120.3,0.2,76.0,663.0
120.9,0.2,77.5,1083.2
121.9,0.2,35.2,1243.1
118.9,0.2,56.7,1023.0
121.4,1.1,30.5,784.8
122.5,0.6,54.7,1237.4
124.3,0.0,38.8,647.4
120.9,1.6,46.7,996.0
118.0,0.1,56.8,641.7
119.3,0.2,75.2,1161.2
122.5,1.6,45.8,971.6
120.8,0.4,80.8,1360.1
119.8,0.3,57.1,1021.3
122.6,1.6,37.2,1240.6
122.5,1.6,60.1,536.7
120.1,0.2,62.0,814.1
120.7,1.6,49.9,998.3
122.7,0.2,45.3,1238.2
119.1,0.1,75.2,739.1
120.3,0.0,56.2,862.5
121.8,1.2,65.1,778.5
121.0,0.4,82.5,1352.3
121.3,0.3,72.8,821.9
119.9,0.2,62.5,830.7
118.0,0.1,55.1,638.4
122.2,1.6,47.3,977.4
116.0,0.0,64.2,1234.2
121.1,0.2,55.3,564.2
122.9,1.1,29.5,790.6
119.3,0.3,67.8,1073.5
120.5,0.6,82.1,1390.8
119.9,0.6,70.0,1152.5
117.3,0.1,82.3,949.1
118.7,0.1,73.1,645.0
116.3,0.0,63.0,1224.8
122.3,1.6,59.2,523.1
121.1,0.3,54.0,1237.1
120.1,0.2,61.4,570.1
122.6,1.6,40.8,980.9
121.3,0.3,77.5,1375.2
118.6,0.2,55.7,853.6
120.1,1.6,60.1,1280.2
120.2,0.6,81.8,1400.1
121.4,0.6,69.9,1159.3
122.7,1.6,51.4,1156.2
121.5,0.3,49.1,721.8
121.6,0.8,49.1,1217.9
122.3,0.4,53.3,1010.4
120.9,0.8,44.5,1229.0
116.9,0.1,81.7,872.6
119.3,1.2,50.8,1160.2
121.5,0.6,65.2,637.2
121.7,0.4,52.2,1005.3
119.9,1.6,61.3,1161.7
116.2,0.0,62.9,1222.1
120.4,1.6,41.2,1230.3
120.1,0.8,53.5,532.4
119.3,0.0,55.4,870.1
120.0,1.6,60.9,1139.3
121.3,1.6,47.5,998.3
116.6,0.1,81.1,1093.6
118.9,0.1,56.6,642.2
120.1,1.6,49.6,926.4
123.6,1.1,29.2,787.7
121.1,0.6,40.8,1021.2
117.4,0.1,79.1,793.5
122.1,1.6,60.3,1042.3
121.3,1.1,53.9,541.6
121.5,0.2,58.0,632.1
121.1,1.6,42.1,702.4
122.9,0.8,35.3,929.1
120.1,0.3,53.9,1089.8
119.8,1.6,61.1,533.8
121.4,1.1,45.2,776.1
121.9,0.6,81.8,1343.1
122.1,1.6,53.4,837.0
119.8,0.4,67.6,979.4
123.6,1.1,30.3,781.1
118.3,0.1,80.4,1116.1
118.8,0.0,54.8,863.3
119.4,0.2,76.0,925.3
121.1,0.4,81.1,1345.0
120.6,0.4,67.2,969.2
122.5,0.9,46.9,856.7
117.9,0.1,57.1,616.2
119.1,0.1,74.0,1272.9
119.8,1.6,49.7,918.2
121.2,1.1,29.6,788.2
121.4,0.4,77.3,1156.8
120.6,0.6,67.6,645.0
119.1,0.2,75.2,1176.3
119.7,0.2,55.7,855.5
121.1,0.2,51.1,796.7
120.7,0.2,76.9,1075.4
117.8,0.1,72.8,665.9
120.7,1.6,53.7,840.8
121.4,1.6,60.7,536.7
117.9,0.1,73.3,662.5
119.6,0.6,47.8,1086.8
120.7,0.8,38.1,931.7
121.8,0.4,53.2,1012.7
121.9,1.1,30.7,791.8
118.4,0.1,72.6,1020.8
119.5,0.3,77.2,1351.8
100.7,0.2,75.8,1362.6
118.6,0.2,76.0,1376.2
119.0,0.3,75.9,1421.1
119.3,0.2,51.9,791.9
119.2,0.4,66.7,1033.0
120.3,0.8,61.9,1069.1
119.7,0.2,62.5,784.5
118.5,0.1,79.2,801.1
121.5,0.8,38.2,639.2
119.1,1.6,38.0,1234.4
121.7,0.8,55.7,1120.3
120.4,0.3,61.9,534.3
120.2,1.2,46.8,855.4
118.3,0.1,74.2,715.7
117.8,0.1,73.3,657.2
121.4,0.8,36.8,642.1
115.7,0.2,64.0,1215.6
123.0,0.8,37.0,641.8
123.5,1.1,27.9,711.5
117.1,0.1,81.7,873.7
117.9,0.1,82.3,1186.7
121.1,0.6,65.7,626.0
113.8,0.1,72.4,1286.5
121.8,1.1,63.4,1069.1
120.9,0.6,62.3,881.4
120.4,0.3,78.9,1342.1
119.6,0.8,61.8,1079.8
119.9,0.2,59.1,1013.0
117.6,0.1,79.2,796.1
121.1,0.8,66.5,1249.0
122.1,0.0,35.4,650.2
121.8,0.6,67.4,639.6
121.9,1.6,57.9,1167.1
119.8,0.8,65.2,919.4
121.1,1.1,34.3,565.4
118.6,0.1,57.5,632.3
122.4,0.8,55.2,1169.2
122.6,0.8,40.1,936.7
121.6,0.6,68.9,639.1
121.8,0.8,66.4,949.7
121.4,0.6,64.0,874.1
117.4,0.1,82.1,1181.1
120.7,0.2,76.0,659.1
118.6,0.1,73.3,654.7
119.5,0.1,75.0,697.6
122.4,1.6,61.0,1094.4
119.9,0.2,63.3,821.0
123.0,0.9,45.8,866.8
119.0,0.3,77.6,1416.7
121.4,0.2,62.9,1026.6
101.0,0.3,74.7,1397.2
119.8,0.4,33.2,944.4
120.0,0.2,56.4,800.0
122.2,1.6,40.7,969.2
119.6,0.2,62.0,824.9
121.4,0.6,54.7,1170.5
119.0,0.1,74.8,729.3
121.6,0.3,53.3,936.5
120.4,0.8,61.8,625.0
121.2,0.2,51.8,1175.8
119.5,0.4,34.3,927.0
119.2,0.2,56.6,793.3
120.7,0.2,80.2,953.7
119.1,0.2,62.3,814.1
120.4,0.6,79.7,1381.6
119.7,1.6,60.0,1172.0
119.6,0.2,61.8,823.4
120.2,0.6,65.1,630.8
118.4,0.1,69.5,641.1
119.6,0.2,82.2,1018.2
119.8,0.3,74.8,1412.8
117.8,0.1,74.7,748.3
121.3,0.9,46.9,857.0
122.3,0.4,52.5,1006.3
122.0,0.4,54.0,1006.3
118.7,0.2,73.8,872.6
120.5,0.4,54.6,1005.1
118.8,0.2,82.7,583.1
117.8,0.1,73.4,633.3
121.6,0.2,72.4,1209.0
119.8,0.2,52.0,1165.1
120.8,0.8,55.6,1165.2
122.0,0.8,44.2,1227.5
121.9,0.3,49.6,719.4
120.1,0.2,82.0,1009.1
120.1,0.3,71.4,1016.4
121.2,1.1,29.6,710.3
122.9,1.6,46.3,998.6
117.3,0.0,63.0,1231.4
120.9,0.3,71.9,995.0
120.9,0.4,51.7,1013.2
118.8,1.6,41.9,1235.8
122.5,0.6,43.0,851.5
120.6,0.3,78.9,1347.0
120.5,0.2,75.2,1155.9
118.2,0.0,55.7,854.6
120.5,0.2,63.0,553.8
122.1,0.2,60.9,1016.4
123.4,1.1,28.5,798.0
110.4,0.2,74.5,1369.4
120.5,0.2,57.9,1023.5
121.6,1.6,53.0,835.5
121.8,0.4,53.6,1006.9
122.4,1.6,61.7,578.7
115.9,0.0,62.2,1232.9
120.8,0.2,77.5,1072.5
122.1,0.2,51.7,1173.9
117.5,0.1,80.9,1098.2
119.4,0.4,79.5,716.6
121.4,0.2,41.6,1092.5
121.9,0.2,59.4,1014.7
121.9,0.2,54.9,1026.8
120.6,0.4,37.1,937.4
121.0,1.2,62.5,708.9
121.9,0.2,55.7,632.5
118.9,0.2,62.3,800.0
117.3,0.1,80.2,1098.4
119.0,0.2,75.9,667.9
120.9,1.2,57.0,705.0
119.3,0.0,55.6,865.8
119.7,0.2,80.4,581.2
121.1,0.8,62.2,1063.7
118.7,0.2,83.7,574.6
122.0,0.8,67.0,996.0
120.5,0.2,74.6,656.7
123.2,0.2,47.8,1182.0
119.9,0.2,75.7,656.7
120.5,0.2,53.0,1177.7
122.1,0.8,63.7,1353.8
120.8,1.2,47.4,857.0
122.5,0.6,59.7,567.6
122.2,0.4,53.7,1009.7
121.1,0.2,61.4,569.8
120.9,0.4,34.2,941.2
119.9,1.6,55.1,998.4
120.9,0.6,67.3,985.7
117.6,0.1,82.4,1099.1
121.4,1.1,62.3,1071.0
120.1,1.1,55.6,1155.9
121.0,1.6,59.8,553.8
119.4,0.8,69.2,1252.4
116.6,0.0,62.0,1221.1
120.4,0.3,69.4,1238.3
120.2,0.2,67.6,1055.4
116.7,0.1,80.3,1103.4
119.1,0.2,77.4,803.2
122.1,0.2,50.9,1175.4
120.9,0.8,56.2,1228.7
117.3,0.1,82.1,1101.8
120.1,1.6,42.2,701.5
119.4,0.2,75.5,635.7
121.3,0.6,69.3,634.2
121.3,0.1,52.0,1178.2
119.4,1.6,42.2,708.4
122.5,1.6,57.3,1351.4
121.0,0.6,54.1,1171.4
120.1,0.6,65.6,656.7
122.1,1.1,61.2,709.2
122.2,0.6,51.8,929.6
119.2,0.4,35.9,941.8
123.1,1.2,35.0,564.4
122.2,0.4,53.2,1007.1
121.8,0.8,40.1,933.8
121.7,1.2,35.0,564.0
122.6,1.6,54.0,611.3
120.9,0.2,68.6,1082.3
120.5,0.2,61.7,575.2
120.4,1.6,58.2,1327.5
121.8,0.4,54.4,996.3
123.2,0.0,36.0,653.8
122.3,1.6,48.6,999.6
119.1,0.2,56.5,799.6
122.5,0.8,45.3,1227.8
119.7,1.6,53.2,1046.7
120.1,0.2,56.4,788.7
121.5,1.6,51.4,1155.1
123.5,1.1,30.4,787.4
118.4,0.1,78.9,793.8
117.5,0.1,58.2,1010.2
119.2,0.2,75.9,647.9
119.8,0.2,75.3,1185.1
107.4,0.2,75.6,1387.4
122.3,0.4,54.7,1008.2
119.8,0.6,67.8,988.7
122.1,0.6,42.2,863.8
121.4,0.8,44.7,1224.5
120.2,0.2,73.6,834.6
121.5,0.4,51.8,1010.6
120.7,1.6,37.3,1231.7
121.8,0.8,62.2,1080.3
122.6,0.8,56.4,1227.8
122.1,0.6,43.7,857.7
116.2,0.0,63.3,1217.5
118.7,0.2,75.9,908.2
120.3,1.6,53.1,884.3
120.5,0.6,82.0,1396.7
116.8,0.0,54.6,866.7
118.2,0.1,81.5,875.4
122.2,1.6,42.0,628.0
117.9,0.1,74.5,742.0
120.8,1.6,57.9,1344.0
119.7,0.4,77.7,723.0
117.8,0.1,74.2,749.8
121.6,0.6,72.1,1181.7
120.5,0.6,45.7,847.9
119.2,0.1,75.1,722.5
121.9,1.6,41.2,996.0
121.4,0.3,48.8,725.5
119.3,0.2,74.5,660.6
120.1,0.2,65.0,1017.2
120.8,0.3,81.6,792.6
120.9,0.7,47.5,636.2
119.5,0.2,74.9,1179.3
121.4,0.6,41.1,1017.2
121.9,1.1,54.5,704.4
120.8,0.3,49.2,720.7
119.7,0.2,56.5,788.0
121.8,0.6,65.2,634.7
120.2,0.2,63.5,1022.1
121.0,0.2,63.0,1014.6
119.9,0.2,75.6,899.4
120.6,0.2,53.6,1082.6
120.1,0.2,63.1,813.2
120.0,1.6,59.2,1335.8
119.0,0.2,76.1,1376.7
122.2,0.3,81.3,792.3
119.5,0.2,56.2,857.0
119.6,0.6,47.3,1094.9
121.5,0.2,82.5,650.4
122.3,1.6,55.2,1131.0
122.2,0.8,65.1,1346.0
120.8,0.6,54.8,1173.4
119.7,1.6,59.8,1268.0
122.1,0.4,52.8,1007.8
119.5,0.2,46.3,1229.9
120.9,0.2,51.0,792.9
120.1,0.4,66.6,970.1
120.6,1.6,58.3,1347.9
120.5,0.4,32.8,936.2
121.9,0.8,55.8,1124.7
121.8,0.4,35.3,939.1
122.2,0.4,53.3,1006.7
121.3,0.8,61.3,607.4
120.5,0.3,55.2,1223.4
121.0,0.3,52.3,938.8
120.1,0.2,61.7,789.6
119.6,0.3,57.3,1231.8
120.2,0.2,55.7,722.0
119.7,0.8,61.7,1059.8
119.6,0.4,79.7,1371.3
119.0,0.2,74.1,1170.0
122.7,1.6,49.0,1160.3
122.4,0.2,45.1,1226.8
121.0,0.6,82.1,1376.2
121.0,0.2,51.4,1176.1
123.1,0.2,48.3,1176.9
121.2,0.2,50.6,1168.2
120.9,0.8,42.5,935.6
122.3,1.6,53.3,808.8
119.8,0.6,82.3,1393.8
118.7,0.3,54.5,1083.8
120.4,0.6,53.3,517.7
120.6,0.2,81.3,641.6
122.2,1.6,52.1,1294.3
118.8,0.2,62.2,809.7
119.6,0.6,67.0,984.8
123.6,1.1,28.2,795.2
120.6,0.6,54.3,1230.9
116.9,0.0,62.2,1223.0
120.6,0.3,60.2,541.1
122.6,1.6,40.2,993.5
119.9,0.4,32.2,944.9
122.4,1.2,51.4,849.9
123.6,0.2,51.8,1175.8
120.7,0.7,45.8,638.6
121.2,1.1,31.4,790.2
120.9,0.6,47.7,1092.1
120.4,0.4,77.4,1163.2
121.1,0.4,32.5,938.3
120.0,0.2,55.9,720.5
120.3,0.2,75.0,1180.7
122.0,0.8,36.3,926.8
121.1,0.4,72.9,801.1
121.0,1.6,40.4,985.7
122.3,1.6,51.4,1162.7
119.5,0.3,66.0,918.9
120.5,0.2,52.6,1092.0
122.7,0.9,46.2,870.4
117.0,0.1,82.4,1183.3
121.6,0.8,43.8,921.6
122.3,1.6,53.4,837.9
117.6,0.1,80.4,1111.4
120.6,0.3,57.8,855.4
116.8,0.0,62.7,1235.1
120.8,0.2,63.6,1013.1
121.1,1.2,39.6,1003.8
123.1,0.8,47.5,862.2
119.3,0.2,82.5,576.2
121.8,1.6,58.5,1169.5
120.4,1.6,34.3,775.2
122.3,0.6,40.2,856.7
121.9,0.8,56.4,1180.1
119.9,1.6,55.3,861.9
119.5,1.6,56.6,1257.3
119.8,0.6,64.8,650.3
118.9,0.1,75.2,724.9
120.0,0.4,34.4,937.0
121.0,1.6,40.1,1222.6
119.2,0.3,73.7,1152.0
119.5,0.6,82.2,1410.8
121.5,0.8,46.1,865.4
119.6,0.2,81.3,1013.2
120.6,0.2,61.4,569.9
119.3,0.2,62.5,807.8
120.0,0.6,67.7,974.0
117.4,0.1,81.7,872.9
120.5,0.3,55.9,1233.0
119.8,0.2,52.4,1167.7
122.3,0.8,35.3,923.4
121.2,0.4,33.0,944.7
120.1,0.2,62.9,864.8
122.8,0.4,81.2,784.1
117.7,0.1,82.2,942.8
118.3,0.1,58.1,1007.7
119.1,0.2,75.5,892.1
119.5,0.2,41.1,1086.1
121.2,0.2,73.2,1168.1
121.8,0.6,58.9,567.1
119.1,0.1,74.0,713.2
121.3,0.4,55.7,1011.2
119.7,0.6,71.5,701.0
119.2,1.6,41.9,1152.4
119.8,0.6,47.5,1093.1
118.8,0.2,62.8,831.7
119.1,1.6,41.5,1232.5
122.0,0.6,40.5,786.6
120.2,0.2,63.9,568.4
120.7,0.4,36.4,937.2
120.5,0.6,47.3,1094.1
121.9,0.3,48.4,730.5
119.7,0.4,35.5,937.6
122.6,0.8,55.9,1174.4
123.5,1.1,27.1,716.7
119.7,0.6,68.1,614.3
121.0,0.4,58.1,564.5
119.8,1.2,39.6,985.1
117.9,0.1,74.9,770.7
122.2,1.1,53.7,542.6
121.2,0.9,46.8,869.5
119.8,1.1,60.0,892.6
122.1,0.8,64.1,1354.3
121.3,0.6,80.5,1375.2
120.0,0.2,75.0,1163.7
121.3,0.4,54.6,1235.0
121.2,1.1,33.3,563.6
119.0,0.2,56.5,797.5
120.7,0.6,61.1,795.1
115.8,0.0,63.3,1226.3
119.6,0.2,81.2,581.3
120.0,1.1,61.2,1338.2
119.6,0.2,64.0,1010.0
120.9,1.6,58.6,1338.2
119.7,1.1,53.2,501.6
121.1,0.2,57.8,642.5
119.7,0.8,62.4,1063.2
121.3,0.4,82.3,1373.8
120.6,0.8,62.0,796.1
120.2,0.0,55.8,866.7
123.1,0.9,47.0,853.1
119.9,0.2,61.8,783.4
119.9,0.6,47.5,1095.6
119.7,0.4,34.0,935.0
119.6,0.4,59.9,868.2
120.3,0.2,80.6,944.0
120.6,1.6,42.3,1229.7
122.7,0.2,54.9,1026.3
121.7,1.6,41.7,625.8
120.9,1.1,26.4,717.6
120.3,0.2,81.2,1009.6
120.9,1.6,40.5,1221.5
121.2,0.6,82.3,1362.1
120.1,0.2,63.6,821.0
120.2,1.1,70.3,1393.8
120.9,0.8,56.9,1167.6
121.3,0.2,58.8,1025.1
119.2,0.1,74.0,725.9
121.7,0.6,69.7,1154.4
120.3,1.1,53.3,520.7
119.5,0.2,81.5,647.8
122.3,1.6,58.5,1167.1
122.2,0.9,45.6,862.3
121.8,1.1,55.6,1136.4
120.0,0.4,33.3,943.3
121.4,0.8,66.7,961.4
119.2,0.1,74.6,730.3
119.1,0.2,75.1,1162.2
119.8,0.2,74.9,1189.5
121.2,0.3,48.2,718.0
122.5,1.1,75.4,1355.7
120.7,1.6,52.0,1153.6
121.1,1.6,41.9,709.0
122.7,0.8,38.6,937.7
121.5,0.3,51.5,934.0
123.6,0.6,51.9,922.7
122.6,1.6,61.6,535.8
120.9,0.8,48.9,1233.1
121.5,0.6,69.3,1162.7
122.0,0.4,53.7,1004.5
120.0,1.6,61.6,1154.4
120.9,0.3,72.9,826.3
120.6,0.3,46.0,716.2
122.5,1.6,55.2,1158.8
121.5,0.4,82.6,1363.1
120.0,0.2,45.4,1232.3
121.9,0.3,50.7,724.0
119.6,0.2,75.5,955.7
120.2,0.6,68.2,659.6
120.3,0.4,67.8,989.6
119.4,0.1,74.8,553.3
119.9,0.2,75.3,1013.5
121.9,0.3,48.1,726.7
119.8,0.4,58.5,563.1
116.8,0.1,82.3,1186.0
119.3,0.2,75.8,659.1
120.1,0.2,53.3,790.3
115.4,0.0,63.4,1220.8
122.1,1.1,27.7,715.9
120.8,0.3,49.7,721.7
121.2,0.2,62.2,571.5
120.7,0.2,53.9,788.6
120.9,0.2,51.7,1171.9
121.4,0.6,47.2,1085.1
121.1,0.6,47.2,1107.6
118.4,0.1,73.3,664.0
122.5,0.8,43.2,932.2
123.0,1.6,48.3,998.0
121.0,0.8,46.1,855.6
122.8,0.8,37.2,929.8
117.4,0.1,82.0,1172.5
122.0,0.2,62.6,781.2
118.9,0.4,31.2,946.2
122.6,0.2,51.3,1172.4
121.2,0.2,82.2,1019.9
120.0,0.4,37.4,942.9
119.3,1.6,42.3,1234.2
116.7,0.0,62.8,1233.1
120.2,0.0,39.9,644.8
122.0,0.9,46.5,854.2
120.9,0.4,37.3,942.0
120.6,1.6,36.3,778.0
121.7,0.2,54.1,783.9
121.2,0.4,52.5,1007.1
119.1,0.2,76.0,896.5
120.5,0.4,39.0,951.4
119.2,0.2,52.4,1016.8
121.2,1.6,58.4,1147.6
121.6,0.4,83.1,1365.5
119.5,0.2,51.8,1089.4
116.5,0.0,55.2,873.4
118.8,0.2,62.9,813.2
122.0,0.8,45.8,1231.6
118.2,0.1,73.2,658.6
112.1,0.2,74.6,1378.7
119.6,0.2,75.8,645.9
120.8,1.1,53.5,530.9
122.5,0.2,54.7,1025.6
117.6,0.1,81.0,1104.7
119.5,0.2,75.3,717.1
121.0,1.1,63.2,1291.4
120.9,0.2,50.0,1180.5
121.9,1.2,35.2,560.6
121.6,0.4,67.2,970.1
121.5,0.8,62.1,1082.7
117.8,0.1,82.2,946.5
121.6,0.9,46.4,859.3
121.6,0.6,61.0,788.8
120.8,0.4,54.9,1230.9
119.3,0.1,58.8,1016.2
117.1,0.1,81.1,1105.9
121.3,0.8,62.5,1064.7
120.3,0.8,65.5,895.5
116.3,0.0,63.4,1227.5
119.6,0.2,74.9,1186.6
116.0,0.0,63.1,1227.6
122.1,0.4,54.0,1229.1
120.5,0.6,72.1,1182.7
122.0,0.8,37.0,933.6
120.9,1.1,30.5,796.4
119.4,0.2,56.5,853.0
120.9,0.2,50.9,1176.5
120.8,0.2,57.7,633.7
121.7,0.6,71.4,704.0
121.0,0.3,53.6,1088.4
119.7,0.2,74.7,1173.4
122.2,0.4,52.8,997.6
122.6,1.6,57.6,1326.5
118.6,0.2,52.0,1012.8
119.3,0.2,73.9,559.2
120.5,0.8,55.9,1166.8
120.7,0.2,75.3,705.9
122.8,0.8,39.7,928.0
120.0,0.2,80.3,958.0
120.9,0.2,77.3,930.2
120.1,0.2,62.0,568.4
120.9,0.2,81.5,647.7
119.6,0.2,81.4,649.1
120.8,0.6,51.6,638.6
121.2,0.2,50.9,1169.6
122.0,0.9,47.0,862.3
122.4,0.4,63.9,798.7
120.9,0.2,58.4,568.1
120.4,0.2,57.7,643.0
121.3,0.6,47.3,1088.3
122.0,0.2,51.0,1165.1
121.5,0.6,64.4,645.0
119.7,0.2,76.0,651.8
121.2,0.4,54.4,1012.7
119.4,0.2,62.1,567.6
120.8,0.8,55.0,1143.7
120.1,0.6,71.5,699.6
119.7,0.8,67.9,1273.8
117.8,0.2,53.2,1010.4
120.4,0.2,57.9,635.9
116.1,0.0,62.0,1220.8
118.0,0.1,72.6,1036.4
117.1,0.1,82.1,873.5
115.6,0.0,63.8,1240.0
119.8,0.2,74.2,999.9
119.8,1.1,54.9,1141.7
119.5,0.8,55.9,689.3
120.7,0.6,69.8,1133.0
121.7,0.8,55.5,1175.0
121.2,0.2,54.3,1178.7
120.2,0.2,55.9,717.2
120.6,0.2,56.0,1014.7
121.3,1.6,44.0,985.2
121.3,0.2,50.7,1176.1
121.5,1.6,57.8,1351.8
122.4,0.6,54.0,1171.1
121.7,0.6,67.5,977.0
123.1,1.2,61.8,706.5
120.1,1.6,46.4,972.1
122.5,1.6,59.1,1181.2
119.9,0.2,56.3,784.8
119.5,0.2,56.2,722.9
121.3,0.3,45.9,722.6
118.6,1.6,40.8,1229.6
120.7,0.2,50.8,1162.9
119.9,0.6,40.3,1015.8
120.7,0.3,77.8,1398.2
119.7,0.2,56.8,1021.6
121.9,0.0,34.2,656.7
121.9,0.4,68.4,798.6
120.5,0.8,62.6,1078.4
123.2,0.9,47.3,860.5
119.9,1.6,45.0,1008.2
120.6,0.8,62.6,1073.0
119.3,0.1,71.9,998.4
121.7,0.9,41.8,633.9
121.4,0.2,51.0,1178.1
121.0,0.8,37.6,945.4
118.5,0.1,76.2,1079.3
120.7,0.2,82.3,1010.0
119.0,0.2,75.8,636.7
121.4,1.1,29.8,791.7
120.0,1.6,36.6,781.3
120.6,0.4,68.7,801.0
122.8,0.8,41.1,936.6
120.9,0.2,81.5,1015.4
121.6,0.2,51.3,1176.5
118.9,0.1,74.1,1297.7
119.8,0.6,68.7,636.7
120.5,1.2,40.2,1080.8
119.5,1.2,50.5,1166.4
118.3,0.1,74.5,712.7
121.3,0.8,55.9,1172.9
117.9,0.1,82.2,1190.2
121.0,0.8,56.0,1217.7
121.3,0.3,43.5,862.4
118.2,0.1,79.2,582.3
118.9,0.2,70.1,1087.6
117.7,0.1,56.6,642.4
119.6,0.8,61.9,1060.8
120.6,0.3,53.7,1226.3
121.7,0.6,73.3,1164.2
121.5,0.4,75.4,807.3
119.3,0.2,75.8,908.2
119.3,0.3,57.7,858.5
120.5,0.8,69.2,1278.2
116.9,0.1,82.2,946.0
120.1,0.2,75.6,893.1
120.5,0.2,62.1,574.0
121.7,0.2,41.7,1084.3
122.2,0.6,54.2,1231.1
123.5,1.1,28.4,713.2
119.6,0.2,74.9,646.9
121.3,0.9,47.2,864.0
120.1,0.8,69.5,1233.4
112.4,0.0,55.8,860.8
121.0,0.9,46.0,862.4
120.0,0.3,56.3,1234.8
119.8,1.6,44.2,966.2
120.1,0.2,63.4,1018.4
123.1,1.1,30.6,794.5
121.8,0.4,76.7,718.4
121.9,1.6,48.1,921.4
122.5,1.6,41.8,982.3
118.5,0.1,74.4,546.5
120.0,1.2,50.5,1161.7
122.7,0.4,29.9,1097.2
123.3,0.2,48.1,1172.3
121.3,0.1,52.2,1169.1
118.4,0.2,56.3,853.2
121.8,1.6,58.9,1252.9
122.3,0.9,46.4,863.2
120.1,0.8,69.7,1351.8
121.5,1.6,50.3,845.0
119.6,0.8,62.3,1091.0
122.4,1.6,48.7,1242.6
119.2,0.1,73.3,633.3
120.3,0.2,75.1,722.5
121.3,1.1,31.8,785.2
122.9,0.8,47.1,866.8
121.4,0.6,47.6,1086.4
120.5,0.2,81.4,1013.5
120.1,0.3,57.0,795.8
121.4,0.2,47.8,1174.5
121.2,0.2,47.7,1182.5
120.9,0.4,58.6,520.7
121.8,1.1,54.6,697.1
119.7,0.4,32.0,950.7
121.2,0.8,61.8,1068.6
123.7,0.2,48.8,1174.5
121.1,0.3,56.9,1006.9
120.3,0.3,61.0,969.2
122.6,1.6,54.4,1142.7
123.2,1.1,31.2,797.5
121.2,0.4,55.2,1008.2
122.1,0.4,53.3,1009.5
121.5,0.6,51.6,936.0
120.3,0.3,76.7,1383.0
121.4,0.8,46.3,1230.9
120.8,0.4,32.8,946.7
119.8,0.2,73.8,1164.6
121.0,0.4,30.5,1107.9
119.0,0.2,76.0,644.5
119.6,0.2,73.6,821.9
115.3,0.0,63.2,1238.8
119.5,0.0,57.5,861.1
120.6,0.3,78.8,1382.1
123.0,0.4,81.2,721.4
120.6,0.4,34.0,945.2
121.4,0.6,72.5,1157.8
118.6,0.1,74.1,716.1
120.4,1.6,44.8,1005.4
120.1,0.3,57.2,1214.7
122.2,1.6,57.9,1172.4
121.7,0.4,82.8,1343.1
121.2,0.8,36.1,935.7
119.8,0.3,67.5,1247.0
118.8,0.4,34.8,937.8
120.5,0.2,81.4,1011.4
117.7,0.0,55.8,865.0
122.5,1.1,29.3,717.8
119.1,0.2,70.5,639.1
120.2,0.1,76.6,1105.2
119.4,0.6,47.6,1085.4
119.7,0.6,67.3,628.4
122.7,1.6,58.8,553.3
119.0,0.1,73.3,665.9
120.2,0.2,74.6,1189.0
120.3,0.2,74.4,1161.7
120.6,0.2,80.2,956.9
121.5,1.2,50.6,1154.6
119.4,0.1,74.5,746.4
120.6,0.8,47.1,1224.0
115.7,0.0,61.9,1232.5
121.7,0.8,61.9,1072.5
121.0,0.3,56.3,526.0
121.6,0.8,44.6,1224.2
121.2,0.4,53.9,1001.5
122.0,1.6,55.2,900.4
121.3,0.8,40.8,929.7
117.9,0.1,73.2,676.2
121.6,0.8,68.4,1253.4
119.0,1.6,37.7,1226.3
120.4,1.6,37.7,1241.9
120.6,1.6,47.6,992.5
120.8,1.6,44.6,979.4
122.3,0.2,52.6,1081.9
121.5,0.2,60.8,575.2
119.5,1.1,62.2,1076.4
